where	source	text
message	Невозможно удалить пользователя, так как для него есть записи в журнале подтверждений.  Операция прервана.	No es posible eliminar el usuario porque tiene entradas en el registro de confirmaciones.  Operación cancelada.
message	Невозможно удалить пользователя, так как он является создателем рекламной акции. Операция прервана.	No es posible eliminar el usuario porque es el creador de una campaña publicitaria. Operación cancelada.
message	Невозможно удалить прайс-лист пакетной скидки, так как для него созданы радиостанции. Операция прервана.	No es posible eliminar la lista de precios del descuento por paquete porque ya tiene emisoras agregadas. Operación cancelada.
message	Невозможно удалить прайс-лист, так как для него уже созданы тарифы. Операция прервана.	No es posible eliminar la lista de precios porque ya tiene tarifas creadas. Operación cancelada.
message	Невозможно удалить предмет рекламы, так как у него есть дочерние элементы. Операция прервана.	No es posible eliminar el rubro publicitario porque tiene subelementos. Operación cancelada.
message	Невозможно удалить радиостанцию '{0}', так как для неё уже созданы модули. Операция прервана.	No es posible eliminar la emisora '{0}' porque ya tiene módulos creados. Operación cancelada.
message	Невозможно удалить радиостанцию '{0}', так как для неё уже созданы прайс-листы. Операция прервана.	No es posible eliminar la emisora '{0}' porque ya tiene listas de precios creadas. Operación cancelada.
message	Невозможно удалить радиостанцию '{0}', так как для неё уже созданы спонсорские программы. Операция прервана.	No es posible eliminar la emisora '{0}' porque ya tiene programas de patrocinio creados. Operación cancelada.
message	Невозможно удалить радиостанцию, так как для неё уже созданы рекламные кампании. Операция прервана.	No es posible eliminar la emisora porque ya tiene pautas publicitarias creadas. Operación cancelada.
message	Невозможно удалить рекламное окно, так как оно используется в рекламных кампаниях. Операция прервана.	No es posible eliminar la ventana publicitaria porque se utiliza en pautas publicitarias. Operación cancelada.
message	Невозможно удалить рекламное окно, так как оно сгенерировано по прайс-листу. Можно удалять только рекламные окна, созданные трафик-менеджером, Операция прервана.	No es posible eliminar la ventana publicitaria porque se generó a partir de la lista de precios. Solo se pueden eliminar las ventanas publicitarias creadas por el gestor de tráfico. Operación cancelada.
message	Невозможно удалить рекламные ролики с датой выхода в эфир, попадающей в закрытый Трафик-менеджером период. Операция прервана.	No es posible eliminar spots publicitarios con fecha de emisión dentro de un período cerrado por el gestor de tráfico. Operación cancelada.
message	Невозможно удалить ролик, так как он используется в модульном прайс-листе. Операция прервана.	No es posible eliminar el spot porque se utiliza en una lista de precios de módulo. Operación cancelada.
message	Невозможно удалить спонсорский тариф, так как он используется в рекламных кампаниях. Операция прервана.	No es posible eliminar la tarifa de patrocinio porque se utiliza en pautas publicitarias. Operación cancelada.
message	Невозможно удалить стиль ролика '{0}', так как он используется в тарифах продакшен-студии. Операция прервана.	No es posible eliminar el estilo de spot '{0}' porque se utiliza en tarifas del estudio de producción. Operación cancelada.
message	Невозможно удалить тариф на производство ролика, так как он используется в заказах на производство. Операция прервана.	No es posible eliminar la tarifa de producción de spots porque se utiliza en órdenes de producción. Operación cancelada.
message	Невозможно удалить тариф, так как он используется в модульных тарифах. Операция прервана.	No es posible eliminar la tarifa porque se utiliza en tarifas de módulos. Operación cancelada.
message	Невозможно удалить тарифы, так как на их базе сгенерированы рекламные окна. Операция прервана.	No es posible eliminar las tarifas porque a partir de ellas se generaron ventanas publicitarias. Operación cancelada.
message	Невозможно удалить тип наружной рекламы '{0}', так как он используется в рекламных кампаниях. Операция прервана.	No es posible eliminar el tipo de publicidad exterior '{0}' porque se utiliza en pautas publicitarias. Operación cancelada.
message	Невозможно удалить тип оплаты '{0}', так как он используется в оплате заказов на производство роликов. Операция прервана.	No es posible eliminar el tipo de pago '{0}' porque se utiliza en pagos de órdenes de producción de spots. Operación cancelada.
message	Невозможно удалить тип оплаты '{0}', так как он используется в оплате рекламы.	No es posible eliminar el tipo de pago '{0}' porque se utiliza en pagos de publicidad.
message	Невозможно удалить тип оплаты '{0}', так как он используется в размещениях наружной рекламы. Операция прервана.	No es posible eliminar el tipo de pago '{0}' porque se utiliza en colocaciones de publicidad exterior. Operación cancelada.
message	Невозможно удалить тип оплаты, так как он использован в рекламных кампаниях. Операция прервана.	No es posible eliminar el tipo de pago porque se utilizó en pautas publicitarias. Operación cancelada.
message	Невозможно удалить тип ролика '{0}', так как он используется в свойствах радиостанции. Операция прервана.	No es posible eliminar el tipo de spot '{0}' porque se utiliza en las propiedades de la emisora. Operación cancelada.
message	Невозможно удалить тип ролика '{0}', так как он используется в стилях ролика. Операция прервана.	No es posible eliminar el tipo de spot '{0}' porque se utiliza en estilos de spot. Operación cancelada.
message	Невозможно удалить фирму '{0}', так как для неё уже созданы акции по размещению наружной рекламы. Операция прервана.	No es posible eliminar la empresa '{0}' porque ya tiene campañas de publicidad exterior creadas. Operación cancelada.
message	Невозможно удалить фирму, так как для нее созданы рекламные акции. Операция прервана.	No es posible eliminar la empresa porque tiene campañas publicitarias creadas. Operación cancelada.
message	Невозможно удалить фирму, так как для нее существуют заказы на производство роликов. Операция прервана.	No es posible eliminar la empresa porque tiene órdenes de producción de spots. Operación cancelada.
message	Недостаточно рекламных окон для размещения всех выпусков. Окон: {0}, выпусков {1}.	Ventanas publicitarias insuficientes para colocar todas las emisiones. Ventanas: {0}, emisiones: {1}.
message	Некорректное имя пользователя или пароль.	Nombre de usuario o contraseña incorrectos.
message	Нельзя добавить несколько роликов с выбранным позиционированием в одно окно в рамках одной рекламной акции, даже если это макет. Такую акцию потом невозможно активировать без ошибок.	No se pueden agregar varios spots con el posicionamiento seleccionado en una misma ventana dentro de una misma campaña publicitaria, aunque sea un borrador. Esa campaña no podrá activarse después sin errores.
message	Нельзя изменить сумму платежа, так как она станет меньше суммы уже присвоенной акциям.  Операция прервана.	No se puede modificar el monto del pago porque quedaría por debajo del monto ya asignado a campañas.  Operación cancelada.
message	Нельзя редактировать платеж так как он уже использован. Операция прервана.	No se puede modificar el pago porque ya se utilizó. Operación cancelada.
message	Нельзя редактировать рекламную кампанию, которая уже закончилась. Операция прервана.	No se puede modificar una pauta publicitaria que ya finalizó. Operación cancelada.
message	Необходимо выбрать агентство. Операция прервана.	Es necesario seleccionar una agencia. Operación cancelada.
message	Необходимо выбрать хотя бы один ролик для переноса в новую рекламную кампанию.	Es necesario seleccionar al menos un spot para trasladar a la nueva pauta publicitaria.
message	Необходимо выбрать хотя бы одну рекламную кампанию.	Es necesario seleccionar al menos una pauta publicitaria.
message	Необходимо указать новую дату начала для всех выбранных рекламных кампаний	Es necesario indicar una nueva fecha de inicio para todas las pautas publicitarias seleccionadas
message	Нет роликов на замену для данной фирмы.	No hay spots de sustitución para esta empresa.
message	Новая дата не может быть в прошлом.	La nueva fecha no puede estar en el pasado.
message	Новое значение позиции рекламных выпусков совпадает с текущим. Операция прервана.	El nuevo valor de posición de las emisiones publicitarias coincide con el actual. Operación cancelada.
message	Новые даты начала или окончания ({0} - {1}) пересекаются с существующими датами тарифных окон.	Las nuevas fechas de inicio o fin ({0} - {1}) se superponen con las fechas existentes de las ventanas de tarifa.
message	Окно на этой радиостанции в данное время уже существует.	Ya existe una ventana en esta emisora a esta hora.
message	Окно не может быть удалено, так как он в него расставлены выпуски (фактические выходы). Операция прервана.	No es posible eliminar la ventana porque tiene emisiones colocadas (salidas al aire efectivas). Operación cancelada.
message	Операция разделения рекламной акции Вами отменена.	Se canceló la operación de división de la campaña publicitaria.
message	Операция разделения рекламных кампаний реализована только для кампаний с типом "Линейная". В выбранной рекламной акции такие кампании отсутствуют.	La operación de división de pautas publicitarias solo está implementada para pautas de tipo "Lineal". La campaña publicitaria seleccionada no contiene pautas de ese tipo.
message	Остатки в тарифных окнах пересчитаны.	Se recalcularon los remanentes en las ventanas de tarifa.
message	Пакетный модуль с таким названием уже существует. Пожалуйста, введите другое название. Операция прервана.	Ya existe un módulo en paquete con ese nombre. Por favor, ingrese otro nombre. Operación cancelada.
message	Пароль подтвержден не верно. Операция прервана.	La confirmación de la contraseña es incorrecta. Operación cancelada.
message	Перед тем, как пометить ролик как выполненный, необходимо ввести название ролика в заказе. Операция прервана.	Antes de marcar el spot como realizado, es necesario ingresar el nombre del spot en la orden. Operación cancelada.
message	Перенос не выполнен: после него объединённые рекламные окна вышли бы в эфир в неправильном порядке — окно, которое должно идти позже, оказалось бы раньше. Отмените объединение окон, выполните перенос и объедините их заново.	No se realizó el traslado: después de él, las ventanas publicitarias unidas saldrían al aire en un orden incorrecto — la ventana que debe ir después quedaría antes. Deshaga la unión de las ventanas, realice el traslado y vuelva a unirlas.
message	Переносить ролик можно только один раз. Операция прервана.	El spot solo puede trasladarse una vez. Operación cancelada.
message	По этой пакетной скидке уже посчитаны акции — удалить её нельзя. Если нужна другая скидка, создайте копию прайс-листа и измените её. Операция прервана.	Ya se calcularon campañas con este descuento por paquete — no es posible eliminarlo. Si se necesita otro descuento, cree una copia de la lista de precios y modifíquela. Operación cancelada.
message	По этому набору скидок уже посчитаны кампании — удалить его нельзя. Если нужна другая скидка, создайте копию набора и измените её. Операция прервана.	Ya se calcularon pautas con este conjunto de descuentos — no es posible eliminarlo. Si se necesita otro descuento, cree una copia del conjunto y modifíquela. Operación cancelada.
message	Пожалуйста, выберите правильный объект.	Por favor, seleccione un objeto válido.
message	Поле '{0}' является обязательным для заполнения. Операция прервана.	El campo '{0}' es obligatorio. Operación cancelada.
message	Пользователь {0} {1} также не обладает необходимым уровнем привилегий. Операция прервана.	El usuario {0} {1} tampoco tiene el nivel de privilegios necesario. Operación cancelada.
message	Пользователь используется в системе.	El usuario está en uso en el sistema.
message	Пользователь не может быть удален, так как от его имени созданы платежи на оплату акций. Операция прервана.	No es posible eliminar el usuario porque se crearon en su nombre pagos de campañas. Operación cancelada.
message	Пользователь не может быть удален, так как от его имени созданы платежи на оплату заказов на производство роликов. Операция прервана.	No es posible eliminar el usuario porque se crearon en su nombre pagos de órdenes de producción de spots. Operación cancelada.
message	Пользователь не может быть удален, так как существуют заказы на производство роликов, созданные от его имени. Операция прервана.	No es posible eliminar el usuario porque existen órdenes de producción de spots creadas en su nombre. Operación cancelada.
message	Пользователь с таким логином уже существует. Операция прервана.	Ya existe un usuario con ese nombre de usuario. Operación cancelada.
message	Поля Фирма и Предмет рекламы должны быть либо оба пустые, либо оба заполнены.	Los campos Empresa y Rubro publicitario deben estar ambos vacíos o ambos completos.
message	Прайс-лист не может быть удален, так как на его базе уже созданы рекламные кампании. Операция прервана.	No es posible eliminar la lista de precios porque ya se crearon pautas publicitarias basadas en ella. Operación cancelada.
message	Прайс-лист уже используется рекламной кампанией. Изменять его параметры запрещено. Операция прервана.	La lista de precios ya está en uso en una pauta publicitaria. No se permite modificar sus parámetros. Operación cancelada.
message	Превышена разрешенная скидка.	Se superó el descuento permitido.
message	Предмет рекламы не может быть удален, так как он используется в роликах. Операция прервана.	No es posible eliminar el rubro publicitario porque se utiliza en spots. Operación cancelada.
message	Продакшн-студия не может быть удалена, так как для нее созданы заказы. Операция прервана.	No es posible eliminar el estudio de producción porque tiene órdenes creadas. Operación cancelada.
message	Продолжительность не может быть больше полной продолжительности. Операция прервана.	La duración no puede ser mayor que la duración total. Operación cancelada.
message	Промежуток действия текущего прайс-листа пересекается с существующими прайс-листами модуля. Операция прервана.	El período de vigencia de la lista de precios actual se superpone con listas de precios existentes del módulo. Operación cancelada.
message	Радиостанция не может быть удалена, так как она имеет действующие окна. Операция прервана.	No es posible eliminar la emisora porque tiene ventanas vigentes. Operación cancelada.
message	Радиостанция с таким идентификатором из Media Plus уже существует в системе. Операция прервана.	Ya existe en el sistema una emisora con ese identificador de Media Plus. Operación cancelada.
message	Радиостанция уже имеет скидку на этот тип кампаний.	La emisora ya tiene un descuento para este tipo de pautas.
message	Рекламная акция восстановлена и доступна для активации в журнале макетов рекламных акций.	La campaña publicitaria se restauró y está disponible para su activación en el registro de borradores de campañas publicitarias.
message	Рекламная кампания на радиостанции '{0}' содержит только 1 ролик, операция разделения "по роликам" невозможна.	La pauta publicitaria en la emisora '{0}' contiene solo 1 spot; no es posible la división "por spots".
message	Рекламная кампания не может иметь  цену {0}, так как она слишком мала. Операция прервана.	La pauta publicitaria no puede tener un precio de {0} porque es demasiado bajo. Operación cancelada.
message	Рекламная кампания такого типа, с таким типом оплаты и радиостанцией уже присутствует в данной рекламной акции. Операция прервана.	Ya existe en esta campaña publicitaria una pauta de este tipo, con este tipo de pago y esta emisora. Operación cancelada.
message	Рекламное окно не найдено.	No se encontró la ventana publicitaria.
message	Рекламный ролик  не может быть добавлен так как в этом случае будет превышено максимально возможное время рекламы в данном окне.  Операция прервана.	No es posible agregar el spot publicitario porque se superaría el tiempo máximo de publicidad permitido en esta ventana.  Operación cancelada.
message	Рекламный ролик не может быть добавлен первым/последним. Операция прервана.	No es posible agregar el spot publicitario en primera/última posición. Operación cancelada.
message	Рекламный ролик не может быть добавлен, так как в этом случае будет превышено число допустимых роликов в данном окне.	No es posible agregar el spot publicitario porque se superaría la cantidad de spots permitidos en esta ventana.
message	Ролик используется в активированной рекламной акции. Поле "Предмет рекламы" не может быть пустым. Операция прервана.	El spot se utiliza en una campaña publicitaria activada. El campo "Rubro publicitario" no puede estar vacío. Operación cancelada.
message	Ролик не может быть удален, так как он используется в выпусках. Операция прервана.	No es posible eliminar el spot porque se utiliza en emisiones. Operación cancelada.
message	Ролик не может быть удален, так как он используется в привязке к прайс-листам пакетных модулей. Операция прервана.	No es posible eliminar el spot porque está vinculado a listas de precios de módulos en paquete. Operación cancelada.
message	Ролик с нулевой продолжительностью не может быть активным.	Un spot con duración cero no puede estar activo.
message	Ролик с таким именем и типом уже существует	Ya existe un spot con ese nombre y tipo
message	Ролик с таким именем уже существует	Ya existe un spot con ese nombre
message	Ролик уже используется, заказ нельзя деактивировать.	El spot ya está en uso; no es posible desactivar la orden.
message	Системная ошибка. Операция прервана.	Error del sistema. Operación cancelada.
message	Скидка с таким именем уже существует	Ya existe un descuento con ese nombre
message	Скидка уже содержит прайс-лист с датой начала '{0}'.	El descuento ya contiene una lista de precios con fecha de inicio '{0}'.
message	Склеиваемый блок должен идти после текущего.	El bloque a unir debe ir después del actual.
message	Спонсорская программа не может быть удалена. В этом случае продолжительность рекламных роликов превысит бонус от спонсорских программ. Операция прервана.	No es posible eliminar el programa de patrocinio: la duración de los spots publicitarios superaría la bonificación de los programas de patrocinio. Operación cancelada.
message	Старый пароль не верный. Операция прервана.	La contraseña anterior es incorrecta. Operación cancelada.
message	Стиль ролика не может быть удален, так как созданы заказы с этим стилем ролика. Операция прервана.	No es posible eliminar el estilo de spot porque existen órdenes creadas con este estilo. Operación cancelada.
message	Тариф для выбранного стиля ролика уже существует в данном прайс-листе. Операция прервана.	Ya existe una tarifa para el estilo de spot seleccionado en esta lista de precios. Operación cancelada.
message	Тариф с такими атрибутами уже задан. Проверьте, возможно уже существует тариф для такого же времени и такого же дня недели.	Ya existe una tarifa con estos atributos. Verifique si ya existe una tarifa para la misma hora y el mismo día de la semana.
message	Тип оплаты не может быть удален, так как он используется в созданных заказах на производство роликов. Операция прервана.	No es posible eliminar el tipo de pago porque se utiliza en órdenes de producción de spots creadas. Operación cancelada.
message	Только администраторы могут осуществить вход в административное приложение.	Solo los administradores pueden iniciar sesión en la aplicación de administración.
message	Только пользователь с правами администратора может менять родителя в предмете рекламы.  Операция прервана.	Solo un usuario con permisos de administrador puede cambiar el elemento padre de un rubro publicitario.  Operación cancelada.
message	Только пользователь с правами администратора может удалять рекламные выпуски с уже прошедшей датой выхода в эфир. Операция прервана.	Solo un usuario con permisos de administrador puede eliminar emisiones publicitarias cuya fecha de emisión ya pasó. Operación cancelada.
message	У вас нет прав деактивировать рекламную акцию, которая уже началась. Операция прервана.	No tiene permisos para desactivar una campaña publicitaria que ya comenzó. Operación cancelada.
message	У данной кампании не было переносов выпусков.	Esta pauta no tuvo traslados de emisiones.
message	У использованного ролика нельзя изменить название, тип или продолжительность. Операция прервана.	No es posible modificar el nombre, el tipo ni la duración de un spot en uso. Operación cancelada.
message	У радиостанции не заполнены ролики обвязки политической агитации (карточка радиостанции, вкладка "Политическая агитация"). Операция прервана.	La emisora no tiene configurados los spots de apertura y cierre de propaganda política (ficha de la emisora, pestaña "Propaganda política"). Operación cancelada.
message	У радиостанции уже есть набор скидок с такой датой принятия. Операция прервана.	La emisora ya tiene un conjunto de descuentos con esa fecha de entrada en vigor. Operación cancelada.
message	Удалить выходы рекламных роликов для времени {0} в соответствии с шаблоном?\r\n{3} [c {1} по {2}]	¿Eliminar las emisiones de spots publicitarios para la hora {0} según la plantilla?\r\n{3} [del {1} al {2}]
message	Указан некорректный Email. Пожалуйста, проверьте введённые данные.	El Email indicado no es válido. Por favor, verifique los datos ingresados.
message	Файл лицензии испорчен.	El archivo de licencia está dañado.
message	Файл лицензии не найден.	No se encontró el archivo de licencia.
message	Файл ролика '{0}' не найден.	No se encontró el archivo del spot '{0}'.
message	Фирма не может быть удалена, так как у нее существуют ролики. Операция прервана.	No es posible eliminar la empresa porque tiene spots. Operación cancelada.
message	Фирма с таким названием и ИНН уже существует. Пожалуйста, введите другое название или отредактируйте ИНН. Операция прервана.	Ya existe una empresa con ese nombre e ИНН. Por favor, ingrese otro nombre o modifique el ИНН. Operación cancelada.
message	Цена рекламной акции изменилась с {0} на {1}.	El precio de la campaña publicitaria cambió de {0} a {1}.
message	Цена рекламной акции не изменилась и составляет {0}.	El precio de la campaña publicitaria no cambió y es de {0}.
message	Эта операция приведет к окончательному удалению рекламной акции '{0}' из системы. Продолжить?	Esta operación eliminará definitivamente la campaña publicitaria '{0}' del sistema. ¿Continuar?
message	Эта операция приведет к перемещению рекламной акции '{0}' в "Журнал удалённых рекламных акций". Продолжить?	Esta operación moverá la campaña publicitaria '{0}' al "Registro de campañas publicitarias eliminadas". ¿Continuar?
message	Эта рекламная акция активирована и уже началась. Для выполнения операции нужны права администратора. Операция прервана.	Esta campaña publicitaria está activada y ya comenzó. Se requieren permisos de administrador para realizar la operación. Operación cancelada.
message	Этот модуль уже входит в состав комбо-модуля. Операция прервана.	Este módulo ya forma parte de un módulo combo. Operación cancelada.
